,time,v_(i-1),x_(i-1),x_i0,s_i0,s_imin0,v_i0,x_i1,s_i1,s_imin1,v_i1,x_i2,s_i2,s_imin2,v_i2,x_i3,s_i3,s_imin3,v_i3,x_i4,s_i4,s_imin4,v_i4,x_i5,s_i5,s_imin5,v_i5,x_i6,s_i6,s_imin6,v_i6,x_i7,s_i7,s_imin7,v_i7,x_i8,s_i8,s_imin8,v_i8,x_i9,s_i9,s_imin9,v_i9
200,200.0,21.0,5207.0,5170,36,40,20,5140,40,40,30,5100,36,35,26,5064,32,30,22,5032,28,38,18,5004,34,46,24,4970,40,40,30,4930,36,35,26,4894,32,30,22,4862,28,38,18
201,201.0,18.0,5225.0,5194,37,32,24,5164,30,46,24,5130,40,40,30,5090,36,35,26,5054,32,30,22,5022,28,38,18,4994,34,46,24,4960,40,40,30,4920,36,35,26,4884,32,30,22
202,202.0,15.0,5240.0,5212,31,38,18,5182,30,38,18,5154,34,46,24,5120,40,40,30,5080,36,35,26,5044,32,30,22,5012,28,38,18,4984,34,46,24,4950,40,40,30,4910,36,35,26
203,203.0,12.0,5252.0,5224,28,30,12,5204,30,30,22,5172,28,38,18,5144,34,46,24,5110,40,40,30,5070,36,35,26,5034,32,30,22,5002,28,38,18,4974,34,46,24,4940,40,40,30
204,204.0,9.0,5261.0,5240,28,22,16,5220,20,35,16,5194,32,30,22,5162,28,38,18,5134,34,46,24,5100,40,40,30,5060,36,35,26,5024,32,30,22,4992,28,38,18,4964,34,46,24
205,205.0,6.0,5267.0,5250,21,27,10,5230,20,27,10,5210,26,35,16,5184,32,30,22,5152,28,38,18,5124,34,46,24,5090,40,40,30,5050,36,35,26,5014,32,30,22,4982,28,38,18
206,206.0,3.0,5270.0,5254,17,19,4,5244,20,19,14,5220,20,27,10,5200,26,35,16,5174,32,30,22,5142,28,38,18,5114,34,46,24,5080,40,40,30,5040,36,35,26,5004,32,30,22
207,207.0,0.0,5270.0,5262,16,11,8,5252,10,24,8,5234,24,19,14,5210,20,27,10,5190,26,35,16,5164,32,30,22,5132,28,38,18,5104,34,46,24,5070,40,40,30,5030,36,35,26
208,208.0,0.0,5270.0,5264,8,16,2,5254,10,16,2,5242,18,24,8,5224,24,19,14,5200,20,27,10,5180,26,35,16,5154,32,30,22,5122,28,38,18,5094,34,46,24,5060,40,40,30
209,209.0,0.0,5270.0,5264,6,8,0,5260,10,8,6,5244,12,16,2,5232,18,24,8,5214,24,19,14,5190,20,27,10,5170,26,35,16,5144,32,30,22,5112,28,38,18,5084,34,46,24
210,210.0,0.0,5270.0,5268,6,6,4,5260,4,14,0,5250,16,8,6,5234,12,16,2,5222,18,24,8,5204,24,19,14,5180,20,27,10,5160,26,35,16,5134,32,30,22,5102,28,38,18
211,211.0,0.0,5270.0,5268,2,11,0,5264,8,6,4,5250,10,14,0,5240,16,8,6,5224,12,16,2,5212,18,24,8,5194,24,19,14,5170,20,27,10,5150,26,35,16,5124,32,30,22
212,212.0,0.0,5270.0,5268,2,6,0,5264,4,11,0,5254,14,6,4,5240,10,14,0,5230,16,8,6,5214,12,16,2,5202,18,24,8,5184,24,19,14,5160,20,27,10,5140,26,35,16
213,213.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5254,10,11,0,5244,14,6,4,5230,10,14,0,5220,16,8,6,5204,12,16,2,5192,18,24,8,5174,24,19,14,5150,20,27,10
214,214.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5258,10,6,4,5244,10,11,0,5234,14,6,4,5220,10,14,0,5210,16,8,6,5194,12,16,2,5182,18,24,8,5164,24,19,14
215,215.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5258,6,11,0,5248,14,6,4,5234,10,11,0,5224,14,6,4,5210,10,14,0,5200,16,8,6,5184,12,16,2,5172,18,24,8
216,216.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,6,6,4,5248,10,11,0,5238,14,6,4,5224,10,11,0,5214,14,6,4,5200,10,14,0,5190,16,8,6,5174,12,16,2
217,217.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,11,0,5252,14,6,4,5238,10,11,0,5228,14,6,4,5214,10,11,0,5204,14,6,4,5190,10,14,0,5180,16,8,6
218,218.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5252,10,11,0,5242,14,6,4,5228,10,11,0,5218,14,6,4,5204,10,11,0,5194,14,6,4,5180,10,14,0
219,219.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5256,10,6,4,5242,10,11,0,5232,14,6,4,5218,10,11,0,5208,14,6,4,5194,10,11,0,5184,14,6,4
220,220.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5256,6,11,0,5246,14,6,4,5232,10,11,0,5222,14,6,4,5208,10,11,0,5198,14,6,4,5184,10,11,0
221,221.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,6,6,4,5246,10,11,0,5236,14,6,4,5222,10,11,0,5212,14,6,4,5198,10,11,0,5188,14,6,4
222,222.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,11,0,5250,14,6,4,5236,10,11,0,5226,14,6,4,5212,10,11,0,5202,14,6,4,5188,10,11,0
223,223.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5250,10,11,0,5240,14,6,4,5226,10,11,0,5216,14,6,4,5202,10,11,0,5192,14,6,4
224,224.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5254,10,6,4,5240,10,11,0,5230,14,6,4,5216,10,11,0,5206,14,6,4,5192,10,11,0
225,225.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5254,6,11,0,5244,14,6,4,5230,10,11,0,5220,14,6,4,5206,10,11,0,5196,14,6,4
226,226.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,6,6,4,5244,10,11,0,5234,14,6,4,5220,10,11,0,5210,14,6,4,5196,10,11,0
227,227.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,11,0,5248,14,6,4,5234,10,11,0,5224,14,6,4,5210,10,11,0,5200,14,6,4
228,228.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5248,10,11,0,5238,14,6,4,5224,10,11,0,5214,14,6,4,5200,10,11,0
229,229.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5252,10,6,4,5238,10,11,0,5228,14,6,4,5214,10,11,0,5204,14,6,4
230,230.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5252,6,11,0,5242,14,6,4,5228,10,11,0,5218,14,6,4,5204,10,11,0
231,231.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,6,6,4,5242,10,11,0,5232,14,6,4,5218,10,11,0,5208,14,6,4
232,232.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,11,0,5246,14,6,4,5232,10,11,0,5222,14,6,4,5208,10,11,0
233,233.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5246,10,11,0,5236,14,6,4,5222,10,11,0,5212,14,6,4
234,234.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5250,10,6,4,5236,10,11,0,5226,14,6,4,5212,10,11,0
235,235.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5250,6,11,0,5240,14,6,4,5226,10,11,0,5216,14,6,4
236,236.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,6,6,4,5240,10,11,0,5230,14,6,4,5216,10,11,0
237,237.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,11,0,5244,14,6,4,5230,10,11,0,5220,14,6,4
238,238.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5244,10,11,0,5234,14,6,4,5220,10,11,0
239,239.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5248,10,6,4,5234,10,11,0,5224,14,6,4
240,240.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5248,6,11,0,5238,14,6,4,5224,10,11,0
241,241.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,6,6,4,5238,10,11,0,5228,14,6,4
242,242.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,11,0,5242,14,6,4,5228,10,11,0
243,243.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5242,10,11,0,5232,14,6,4
244,244.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5246,10,6,4,5232,10,11,0
245,245.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5246,6,11,0,5236,14,6,4
246,246.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,6,6,4,5236,10,11,0
247,247.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,11,0,5240,14,6,4
248,248.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5240,10,11,0
249,249.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5244,10,6,4
250,250.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5244,6,11,0
251,251.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,6,6,4
252,252.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,11,0
253,253.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
254,254.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
255,255.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
256,256.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
257,257.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
258,258.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
259,259.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
260,260.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
261,261.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
262,262.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
263,263.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
264,264.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
265,265.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
266,266.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
267,267.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
268,268.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
269,269.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
270,270.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
271,271.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
272,272.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
273,273.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
274,274.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
275,275.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
276,276.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
277,277.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
278,278.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
279,279.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
280,280.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
281,281.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
282,282.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
283,283.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
284,284.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
285,285.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
286,286.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
287,287.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
288,288.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
289,289.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
290,290.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
291,291.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
292,292.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
293,293.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
294,294.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
295,295.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
296,296.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
297,297.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
298,298.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
299,299.0,0.0,5270.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
300,300.0,2.0,5272.0,5268,2,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
301,301.0,4.0,5276.0,5268,4,6,0,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
302,302.0,6.0,5282.0,5272,8,6,4,5264,4,6,0,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
303,303.0,8.0,5290.0,5272,10,11,0,5268,8,6,4,5262,2,6,0,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
304,304.0,10.0,5300.0,5276,18,6,4,5268,4,11,0,5266,6,6,4,5260,2,6,0,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
305,305.0,12.0,5312.0,5284,24,11,8,5272,8,6,4,5266,2,11,0,5264,6,6,4,5258,2,6,0,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
306,306.0,14.0,5326.0,5296,28,16,12,5280,12,11,8,5270,6,6,4,5264,2,11,0,5262,6,6,4,5256,2,6,0,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
307,307.0,16.0,5342.0,5312,30,22,16,5292,16,16,12,5270,10,11,0,5268,6,6,4,5262,2,11,0,5260,6,6,4,5254,2,6,0,5252,2,6,0,5250,2,6,0,5248,2,6,0
308,308.0,18.0,5360.0,5332,30,27,20,5298,20,22,6,5274,22,6,4,5268,2,11,0,5266,6,6,4,5260,2,11,0,5258,6,6,4,5252,2,6,0,5250,2,6,0,5248,2,6,0
309,309.0,20.0,5380.0,5346,28,32,14,5308,34,14,10,5282,24,11,8,5272,6,6,4,5266,2,11,0,5264,6,6,4,5258,2,11,0,5256,6,6,4,5250,2,6,0,5248,2,6,0
310,310.0,22.0,5402.0,5364,34,24,18,5322,38,19,14,5294,26,16,12,5272,10,11,0,5270,6,6,4,5264,2,11,0,5262,6,6,4,5256,2,11,0,5254,6,6,4,5248,2,6,0
311,311.0,24.0,5426.0,5386,38,30,22,5340,42,24,18,5310,28,22,16,5276,22,6,4,5270,2,11,0,5268,6,6,4,5262,2,11,0,5260,6,6,4,5254,2,11,0,5252,6,6,4
312,312.0,26.0,5452.0,5412,40,35,26,5362,46,30,22,5330,30,27,20,5284,34,11,8,5274,6,6,4,5268,2,11,0,5266,6,6,4,5260,2,11,0,5258,6,6,4,5252,2,11,0
313,313.0,28.0,5480.0,5442,40,40,30,5388,50,35,26,5354,32,32,24,5296,46,16,12,5274,10,11,0,5272,6,6,4,5266,2,11,0,5264,6,6,4,5258,2,11,0,5256,6,6,4
314,314.0,30.0,5510.0,5466,38,46,24,5418,54,40,30,5372,34,38,18,5312,58,22,16,5278,22,6,4,5272,2,11,0,5270,6,6,4,5264,2,11,0,5262,6,6,4,5256,2,11,0
315,315.0,32.0,5542.0,5494,44,38,28,5448,48,46,30,5394,46,30,22,5332,60,27,20,5286,34,11,8,5276,6,6,4,5270,2,11,0,5268,6,6,4,5262,2,11,0,5260,6,6,4
316,316.0,34.0,5576.0,5524,48,43,30,5478,46,46,30,5420,54,35,26,5356,62,32,24,5298,46,16,12,5276,10,11,0,5274,6,6,4,5268,2,11,0,5266,6,6,4,5260,2,11,0
317,317.0,36.0,5612.0,5554,52,46,30,5508,46,46,30,5450,58,40,30,5384,64,38,28,5314,58,22,16,5280,22,6,4,5274,2,11,0,5272,6,6,4,5266,2,11,0,5264,6,6,4
318,318.0,36.0,5648.0,5584,58,46,30,5538,46,46,30,5480,58,46,30,5414,66,43,30,5334,70,27,20,5288,34,11,8,5278,6,6,4,5272,2,11,0,5270,6,6,4,5264,2,11,0
319,319.0,36.0,5684.0,5614,64,46,30,5568,46,46,30,5510,58,46,30,5444,66,46,30,5358,80,32,24,5300,46,16,12,5278,10,11,0,5276,6,6,4,5270,2,11,0,5268,6,6,4
320,320.0,36.0,5720.0,5644,70,46,30,5598,46,46,30,5540,58,46,30,5474,66,46,30,5386,86,38,28,5316,58,22,16,5282,22,6,4,5276,2,11,0,5274,6,6,4,5268,2,11,0
321,321.0,36.0,5756.0,5674,76,46,30,5628,46,46,30,5570,58,46,30,5504,66,46,30,5416,88,43,30,5336,70,27,20,5290,34,11,8,5280,6,6,4,5274,2,11,0,5272,6,6,4
322,322.0,36.0,5792.0,5704,82,46,30,5658,46,46,30,5600,58,46,30,5534,66,46,30,5446,88,46,30,5360,80,32,24,5302,46,16,12,5280,10,11,0,5278,6,6,4,5272,2,11,0
323,323.0,36.0,5828.0,5734,88,46,30,5688,46,46,30,5630,58,46,30,5564,66,46,30,5476,88,46,30,5388,86,38,28,5318,58,22,16,5284,22,6,4,5278,2,11,0,5276,6,6,4
324,324.0,36.0,5864.0,5764,94,46,30,5718,46,46,30,5660,58,46,30,5594,66,46,30,5506,88,46,30,5418,88,43,30,5338,70,27,20,5292,34,11,8,5282,6,6,4,5276,2,11,0
325,325.0,36.0,5900.0,5794,100,46,30,5748,46,46,30,5690,58,46,30,5624,66,46,30,5536,88,46,30,5448,88,46,30,5362,80,32,24,5304,46,16,12,5282,10,11,0,5280,6,6,4
326,326.0,36.0,5936.0,5824,106,46,30,5778,46,46,30,5720,58,46,30,5654,66,46,30,5566,88,46,30,5478,88,46,30,5390,86,38,28,5320,58,22,16,5286,22,6,4,5280,2,11,0
327,327.0,36.0,5972.0,5854,112,46,30,5808,46,46,30,5750,58,46,30,5684,66,46,30,5596,88,46,30,5508,88,46,30,5420,88,43,30,5340,70,27,20,5294,34,11,8,5284,6,6,4
328,328.0,36.0,6008.0,5884,118,46,30,5838,46,46,30,5780,58,46,30,5714,66,46,30,5626,88,46,30,5538,88,46,30,5450,88,46,30,5364,80,32,24,5306,46,16,12,5284,10,11,0
329,329.0,36.0,6044.0,5914,124,46,30,5868,46,46,30,5810,58,46,30,5744,66,46,30,5656,88,46,30,5568,88,46,30,5480,88,46,30,5392,86,38,28,5322,58,22,16,5288,22,6,4
330,330.0,36.0,6080.0,5944,130,46,30,5898,46,46,30,5840,58,46,30,5774,66,46,30,5686,88,46,30,5598,88,46,30,5510,88,46,30,5422,88,43,30,5342,70,27,20,5296,34,11,8
