,Time,"v(t,i-1)","x(t,i-1)",x_i1,s_i1,v_i1,a_i1,x_i2,s_i2,v_i2,a_i2,x_i3,s_i3,v_i3,a_i3,x_i4,s_i4,v_i4,a_i4,x_i5,s_i5,v_i5,a_i5,x_i6,s_i6,v_i6,a_i6,x_i7,s_i7,v_i7,a_i7,x_i8,s_i8,v_i8,a_i8,x_i9,s_i9,v_i9,a_i9,x_i10,s_i10,v_i10,a_i10
254,254.0,0.0,5270.0,5269.999934269232,6.573076825588942e-05,1.6620077912990695e-05,-4.218500381108558e-06,5269.999567223157,0.0003670460746434401,0.00010942831002730013,-2.7775185721447926e-05,5269.99850854108,0.0010586820772005012,0.0003771177369883234,-9.57202172644875e-05,5269.995771228689,0.0027373123912184383,0.0010692463052594896,-0.00027139336679643994,5269.989128176751,0.006643051937317068,0.0027489011963991745,-0.0006976935716053741,5269.973654702397,0.01547347435462143,0.006661047019296611,-0.0016904727317732546,5269.938630278404,0.03502442399258143,0.015515031325895216,-0.003936624711340995,5269.861002407354,0.07762787105002644,0.03513272834999902,-0.008909724191797957,5269.691700374193,0.16930203316132975,0.07788648705362587,-0.019728973302697916,5269.327221778583,0.3644785956093983,0.169770245012222,-0.042884749446984664
255,255.0,0.0,5270.0,5269.99994752739,5.2472610150289256e-05,1.3258157799615098e-05,-3.3619201133755985e-06,5269.9996545161575,0.0002930112323156209,8.72930007056985e-05,-2.213530932160163e-05,5269.998809374967,0.0008451411904388806,0.00030083388703163925,-7.628384995668416e-05,5269.996624188123,0.002185186844144482,0.0008529594344550742,-0.00021628687080441547,5269.991321043717,0.005303144405843341,0.002192866965944989,-0.0005560342304541857,5269.978968463774,0.012352579942671582,0.005313761378053063,-0.001347285641243548,5269.9510076171555,0.027960846618952928,0.01237733875102327,-0.0031376925748719457,5269.889032292758,0.06197532439728093,0.02802988540374575,-0.0071028429462532666,5269.753851952401,0.13518034035678284,0.062151578208954214,-0.015734908844671658,5269.46275324351,0.2910987088916954,0.13553146492650914,-0.03423878008571284
256,256.0,0.0,5270.0,5269.999958105616,4.1894383684848435e-05,1.0578226342254185e-05,-2.679931457360913e-06,5269.999724164173,0.00023394144318444887,6.964801544565056e-05,-1.7644985260047938e-05,5269.999049399763,0.000674764410177886,0.00024002479562739305,-6.0809091404246205e-05,5269.9973047355015,0.0017446642614231678,0.0006805473788213169,-0.00017241205563375733,5269.993070665885,0.004234069616359193,0.0017496221680115076,-0.00044324479793348125,5269.98320820251,0.009862463375611696,0.004239738735398232,-0.0010740226426548317,5269.960883506901,0.022324695608404,0.00987588974611215,-0.002501449004911119,5269.911398774629,0.049484732272503607,0.022366481870557058,-0.005663403533188693,5269.80345308398,0.1079456906491032,0.04960113157798646,-0.012550446630967754,5269.570952993828,0.23250009015191608,0.10819975031784916,-0.027331714608659973
257,257.0,0.0,5270.0,5269.999966547062,3.345293771417346e-05,8.441445939616496e-06,-2.1367804026376895e-06,5269.999779743391,0.000186803671567759,5.557921762054369e-05,-1.4068797825106873e-05,5269.999240939901,0.0005388034896895988,0.00019154013789982253,-4.848465772757052e-05,5269.997847813915,0.001393125986396626,0.0005430784131604195,-0.00013746896566089737,5269.994466873562,0.0033809403530540294,0.0013962076765345764,-0.0003534144914769313,5269.986591567476,0.00787530608522502,0.0033833649663446903,-0.0008563737690535413,5269.968764762294,0.01782680518226698,0.00788125539317448,-0.001994634352937671,5269.929248783002,0.03951597929244599,0.017850008372986524,-0.004516473497570534,5269.84304274082,0.08620604218140215,0.039589656841048086,-0.010011474736938369,5269.657336474182,0.18570626663859002,0.0863834803543195,-0.021816269963529665
258,258.0,0.0,5270.0,5269.999973284431,2.6715569219959434e-05,6.737368165393947e-06,-1.7040777742225488e-06,5269.999824102784,0.00014918164652044652,4.4359393305896e-05,-1.1219824314647686e-05,5269.999393813662,0.00043028912205045344,0.00015287376113335807,-3.866637676646447e-05,5269.998281260981,0.0011125526816613274,0.0004334470657831566,-0.00010963134737726294,5269.995581231693,0.002700029287552752,0.0011143581312095154,-0.0002818495453250609,5269.989291959282,0.006289272410867852,0.0027003918060177646,-0.0006829731603269259,5269.975055198791,0.014236760491257883,0.006290436496712979,-0.0015908188964615004,5269.943496353529,0.03155884526222508,0.014247570526949988,-0.003602437846036536,5269.874645345238,0.06885100829094881,0.031602604417186764,-0.007987052423861319,5269.726306591348,0.14833875389012974,0.06897011716597269,-0.01741336318834681
259,259.0,0.0,5270.0,5269.999978662528,2.1337472389859613e-05,5.378096965223496e-06,-1.3592712001704518e-06,5269.9998595126035,0.00011914992410311243,3.540981941877254e-05,-8.94957388712346e-06,5269.999515844906,0.0003436676970522967,0.00012203124395748086,-3.0842517175877204e-05,5269.998627259657,0.0008885852494131541,0.0003459986760451078,-8.744838973804881e-05,5269.99647076892,0.002156490737434069,0.000889537226966321,-0.0002248209042431945,5269.991447561541,0.005023207379053929,0.0021556022583912923,-0.0005447895476264725,5269.980076641647,0.011370919893124665,0.005021442856703542,-0.001268993640009436,5269.9548700589985,0.025206582648934273,0.011373705470197847,-0.00287386505675214,5269.899875182902,0.05499487609631615,0.02522983766423132,-0.006372766752955444,5269.781377485742,0.11849769715990988,0.05507089439432324,-0.01389922277164945
260,260.0,0.0,5270.0,5269.9999829561875,1.7043812476913445e-05,4.2936601045167165e-06,-1.0844368607067794e-06,5269.999887782391,9.517379658063874e-05,2.826978721534731e-05,-7.140032203425229e-06,5269.999613269776,0.000274512614851119,9.742486918209638e-05,-2.4606374775384474e-05,5269.99890349131,0.0007097784664438223,0.0002762316525382741,-6.97670235068337e-05,5269.99718094149,0.0017225498195330147,0.0007101725705111599,-0.0001793646564551611,5269.993168519965,0.004012421524748788,0.00172095842467023,-0.00043464383372106226,5269.9840856313385,0.009082888626835484,0.0040089896911828,-0.001012453165520742,5269.963950751884,0.020134879454417387,0.009080692885620838,-0.0022930125845770084,5269.920019630934,0.04393112095021934,0.02014444803197049,-0.005085389632260831,5269.825353658648,0.0946659722858385,0.043976172905650215,-0.01109472148867303
261,261.0,0.0,5270.0,5269.999986384524,1.3615475836559199e-05,3.4283364749313676e-06,-8.653236295853491e-07,5269.999910354812,7.602971254527802e-05,2.2572420620566023e-05,-5.697366594781288e-06,5269.999691060066,0.00021929474587523146,7.779028935037039e-05,-1.963457983172599e-05,5269.999124052529,0.0005670075370289851,0.00022056121948160775,-5.5670433056666353e-05,5269.997747989985,0.0013760625433860696,0.0005670484954116901,-0.0001431240750994698,5269.994542651334,0.003205338651241618,0.0013741313686347445,-0.0003468270560354857,5269.9872867112,0.0072559401342005,0.00320107986095967,-0.0008079098302231303,5269.971201602015,0.0160851091850418,0.007250850130615516,-0.0018298427550053225,5269.93610548477,0.0350961172443931,0.0160858538369963,-0.004058594194974192,5269.860473191488,0.07563229328206944,0.03511953284055596,-0.008856640065094255
262,262.0,0.0,5270.0,5269.999989122265,1.087773489416577e-05,2.73774050155905e-06,-6.905959733723176e-07,5269.999928380291,6.0741974266420584e-05,1.8025479112944994e-05,-4.546941507621028e-06,5269.999753180435,0.00017519985613034805,6.212036905689963e-05,-1.566992029347075e-05,5269.999300184384,0.0004529960506260977,0.00017613185528476548,-4.4429364196842264e-05,5269.99820081397,0.0010993704145221272,0.00045282398464956553,-0.00011422451076212457,5269.995639985019,0.002560828950663563,0.0010973336848070937,-0.0002767976838276508,5269.98984299985,0.0057969851686721086,0.00255628865070955,-0.0006447912102501205,5269.976992006863,0.012850992987296195,0.0057904048479186995,-0.001460445282696817,5269.9489518103765,0.02804019648647227,0.012846325605870014,-0.003239528231126285,5269.88852215819,0.06042965218603058,0.028048966701839255,-0.007070566138716706
263,263.0,0.0,5270.0,5269.999991308771,8.691228686075192e-06,2.186506398003404e-06,-5.512341035556461e-07,5269.9999427764005,4.853237078350503e-05,1.4396109915098025e-05,-3.629369197846968e-06,5269.999802793072,0.00013998332815390313,4.961263806970573e-05,-1.25077309871939e-05,5269.999440852699,0.00036194037329551065,0.0001406683150347647,-3.5463540250000764e-05,5269.99856246371,0.0008783889888945851,0.00036164974100241125,-9.117424364715431e-05,5269.996516377058,0.0020460866526264,0.000876392038865606,-0.0002209416459414877,5269.991884605794,0.004631771263120754,0.002041605944065732,-0.0005146827066438179,5269.981616628358,0.010267977436342335,0.004624621495577625,-0.0011657833523410746,5269.959212058369,0.02240456998879381,0.010260247992623917,-0.0025860776132460967,5269.9109259707875,0.04828608758180053,0.022403812596789766,-0.00564515410504949
